isolate,lineage,hostA,host,Region,Department,Province,District,Latitude,Longitude,Altitude_(masl),collecting_year,host_group,host_group2,host_Tiina,time,haplotype,MLGnew,geo,field_number
PAN046-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Ancash,Carhuaz,Carhuaz,-9.190444444,-77.62833333,3481,2016,cultivated_potato,cultivated_potato,,current,0,MLG49,Ancash-Carhuaz-Carhuaz,137
PAN047-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Ancash,Carhuaz,Carhuaz,-9.190444444,-77.62833333,3481,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG177,Ancash-Carhuaz-Carhuaz,137
PAN048-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Ancash,Carhuaz,Carhuaz,-9.190444444,-77.62833333,3481,2016,cultivated_potato,cultivated_potato,,current,0,MLG155,Ancash-Carhuaz-Carhuaz,137
PAN049-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Ancash,Carhuaz,Carhuaz,-9.190444444,-77.62833333,3481,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Ancash-Carhuaz-Carhuaz,137
PAN050-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Ancash,Yungay,Yungay,-9.088194444,-77.73183333,3044,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Ancash-Yungay-Yungay,140
PAN051-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Ancash,Yungay,Yungay,-9.088194444,-77.73183333,3044,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Ancash-Yungay-Yungay,140
PAN052-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Ancash,Yungay,Yungay,-9.088194444,-77.73183333,3044,2016,cultivated_potato,cultivated_potato,,current,0,MLG48,Ancash-Yungay-Yungay,140
PAN053-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Ancash,Yungay,Yungay,-9.083222222,-77.73016667,3214,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Ancash-Yungay-Yungay,141
PAN054-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Ancash,Yungay,Yungay,-9.083222222,-77.73016667,3214,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Ancash-Yungay-Yungay,141
PAN055-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Ancash,Yungay,Yungay,-9.083222222,-77.73016667,3214,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Ancash-Yungay-Yungay,141
PAN056-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Ancash,Yungay,Yungay,-9.069166667,-77.72711111,3468,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Ancash-Yungay-Yungay,143
PAN057-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Ancash,Yungay,Yungay,-9.069166667,-77.72711111,3468,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Ancash-Yungay-Yungay,143
PAN058-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Ancash,Yungay,Yungay,-9.069166667,-77.72711111,3468,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Ancash-Yungay-Yungay,143
PAN059-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Ancash,Yungay,Yungay,-9.069861111,-77.7235,3483,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Ancash-Yungay-Yungay,142
PAN060-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Ancash,Yungay,Yungay,-9.069861111,-77.7235,3483,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Ancash-Yungay-Yungay,142
PAN061-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Ancash,Yungay,Yungay,-9.069861111,-77.7235,3483,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Ancash-Yungay-Yungay,142
PAN062-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Ancash,Yungay,Yungay,-9.069861111,-77.7235,3428,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Ancash-Yungay-Yungay,142
PAN063-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Ancash,Yungay,Yungay,-9.069861111,-77.7235,3428,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Ancash-Yungay-Yungay,142
PAN064-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Ancash,Yungay,Yungay,-9.069861111,-77.7235,3428,2016,cultivated_potato,cultivated_potato,,current,0,MLG178,Ancash-Yungay-Yungay,142
PAN065-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,Center,Ancash,Yungay,Yungay,-9.069861111,-77.7235,3428,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Ancash-Yungay-Yungay,142
PAN066-FTA,EC1,S. tuberosum,S. tuberosum,Center,Ancash,Yungay,Yungay,-9.083222222,-77.73016667,3214,2016,cultivated_potato,cultivated_potato,,current,0,MLG179,Ancash-Yungay-Yungay,141
PAPU005,EC1,S. tuberosum,S. tuberosum Group Andigenum,South,Apurimac,Andahuaylas,Kishuara,-13.67927778,-73.07130556,3580,2013,cultivated_potato,cultivated_potato,,old,0,MLG140,Apurimac-Andahuaylas-Kishuara,144
PAPU013,EC1,S. tuberosum,S. tuberosum Group Goniocalyx,South,Apurimac,Andahuaylas,Kishuara,-13.69000833,-73.01916944,3650,2013,cultivated_potato,cultivated_potato,,old,0,MLG228,Apurimac-Andahuaylas-Kishuara,145
PAR001,EC1,S. tuberosum,S. tuberosum Group Tuberosum,South,Arequipa,Arequipa,Characato,-16.4667,-71.4833,2459,2000,cultivated_potato,cultivated_potato,,old,0,MLG177,Arequipa-Arequipa-Characato,146
PAR004,PE3,S. tuberosum,S. tuberosum Group Tuberosum,South,Arequipa,Arequipa,Characato,-16.4667,-71.4833,2459,2000,cultivated_potato,cultivated_potato,,old,0,MLG104,Arequipa-Arequipa-Characato,146
PAR006,PE3,S. tuberosum,S. tuberosum Group Tuberosum,South,Arequipa,Arequipa,Characato,-16.4667,-71.4833,2459,2000,cultivated_potato,cultivated_potato,,old,0,MLG6,Arequipa-Arequipa-Characato,146
PCA001,PE3,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cutervo,Cutervo,-6.312222222,-78.82972222,2625,1999,cultivated_potato,cultivated_potato,,old,0,MLG38,Cajamarca-Cutervo-Cutervo,168
PCA002,PE3,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cutervo,Cutervo,-6.312222222,-78.82972222,2625,1999,cultivated_potato,cultivated_potato,,old,0,MLG28,Cajamarca-Cutervo-Cutervo,168
PCA002-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cajamarca,Encañada,-7.164055556,-78.40694444,3031,2016,cultivated_potato,cultivated_potato,,current,0,MLG1,Cajamarca-Cajamarca-Encañada,148
PCA003,PE3,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cutervo,Cutervo,-6.312222222,-78.82972222,2625,1999,cultivated_potato,cultivated_potato,,old,0,MLG22,Cajamarca-Cutervo-Cutervo,168
PCA004,PE3,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cutervo,Cutervo,-6.312222222,-78.82972222,2625,1999,cultivated_potato,cultivated_potato,,old,0,MLG35,Cajamarca-Cutervo-Cutervo,168
PCA007-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cajamarca,La Encañada,-7.164055556,-78.40694444,3031,2016,cultivated_potato,cultivated_potato,,current,0,MLG197,Cajamarca-Cajamarca-La Encañada,148
PCA008-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cajamarca,La Encañada,-7.164055556,-78.40694444,3031,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG197,Cajamarca-Cajamarca-La Encañada,148
PCA009-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cajamarca,La Encañada,-7.164055556,-78.40694444,3031,2016,cultivated_potato,cultivated_potato,,current,0,MLG197,Cajamarca-Cajamarca-La Encañada,148
PCA010-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cajamarca,La Encañada,-7.164055556,-78.40694444,3031,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG197,Cajamarca-Cajamarca-La Encañada,148
PCA011-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cajamarca,La Encañada,-7.164055556,-78.40694444,3031,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG232,Cajamarca-Cajamarca-La Encañada,148
PCA012-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cajamarca,La Encañada,-7.164055556,-78.40694444,3031,2016,cultivated_potato,cultivated_potato,,current,0,MLG257,Cajamarca-Cajamarca-La Encañada,148
PCA013-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cajamarca,La Encañada,-7.164055556,-78.40694444,3031,2016,cultivated_potato,cultivated_potato,,current,0,MLG196,Cajamarca-Cajamarca-La Encañada,148
PCA014-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cajamarca,La Encañada,-7.091156,-78.337622,NA,2016,cultivated_potato,cultivated_potato,,current,0,MLG257,Cajamarca-Cajamarca-La Encañada,150
PCA015-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cajamarca,La Encañada,-7.091156,-78.337622,NA,2016,cultivated_potato,cultivated_potato,,current,0,MLG257,Cajamarca-Cajamarca-La Encañada,150
PCA016,EC1,S. tuberosum,S. tuberosum Group Andigenum,North,Cajamarca,Hualgayoc,Hualgayoc,-6.741111111,-78.58138889,3130,1999,cultivated_potato,cultivated_potato,,old,0,MLG238,Cajamarca-Hualgayoc-Hualgayoc,166
PCA016-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cajamarca,La Encañada,-7.091156,-78.337622,NA,2016,cultivated_potato,cultivated_potato,,current,0,MLG257,Cajamarca-Cajamarca-La Encañada,150
PCA017,EC1,S. tuberosum,S. tuberosum Group Andigenum,North,Cajamarca,Hualgayoc,Hualgayoc,-6.741111111,-78.58138889,3130,1999,cultivated_potato,cultivated_potato,,old,0,MLG257,Cajamarca-Hualgayoc-Hualgayoc,166
PCA017-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cajamarca,La Encañada,-7.091156,-78.337622,NA,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG185,Cajamarca-Cajamarca-La Encañada,150
PCA018-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cajamarca,La Encañada,-7.091156,-78.337622,NA,2016,cultivated_potato,cultivated_potato,,current,0,MLG257,Cajamarca-Cajamarca-La Encañada,150
PCA019,US1,S. lycopersicum,S. lycopersicum,North,Cajamarca,Chota,Llama,-6.554444444,-79.22166667,680,1999,cultivated_tomato,other,,old,0,MLG2,Cajamarca-Chota-Llama,154
PCA019-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cajamarca,La Encañada,-7.091156,-78.337622,NA,2016,cultivated_potato,cultivated_potato,,current,0,MLG220,Cajamarca-Cajamarca-La Encañada,150
PCA020,PE7,S. peruvianum,S. peruvianum,North,Cajamarca,Contumazá,Chilete,-7.4675,-78.81166667,1435,1999,wild_tomato,other,,old,0,MLG5,Cajamarca-Contumazá-Chilete,159
PCA020-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cajamarca,La Encañada,-7.091156,-78.337622,NA,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG196,Cajamarca-Cajamarca-La Encañada,150
PCA021,PE3,S. lycopersicum,S. lycopersicum,North,Cajamarca,Chota,Llama,-6.554444444,-79.22166667,680,1999,cultivated_tomato,other,,old,0,MLG77,Cajamarca-Chota-Llama,154
PCA021-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cajamarca,La Encañada,-7.091156,-78.337622,NA,2016,cultivated_potato,cultivated_potato,,current,0,MLG110,Cajamarca-Cajamarca-La Encañada,150
PCA022,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Contumazá,Contumazá,-7.378055556,-78.80694444,2045,1999,cultivated_potato,cultivated_potato,,old,0,MLG257,Cajamarca-Contumazá-Contumazá,163
PCA022-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cajamarca,La Encañada,-7.091156,-78.337622,NA,2016,cultivated_potato,cultivated_potato,,current,0,MLG257,Cajamarca-Cajamarca-La Encañada,150
PCA023,PE7,S. habrochaites,S. habrochaites,North,Cajamarca,Contumazá,Chilete,-7.351944444,-78.81027778,2800,1999,wild_tomato,other,,old,0,MLG5,Cajamarca-Contumazá-Chilete,164
PCA023-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cajamarca,Hualgayoc,-6.786183,-78.592509,3680,2016,cultivated_potato,cultivated_potato,,current,0,MLG249,Cajamarca-Cajamarca-Hualgayoc,147
PCA024,EC1,S. habrochaites,S. habrochaites,North,Cajamarca,Contumazá,Chilete,-7.4675,-78.81166667,1435,1999,wild_tomato,other,,old,0,MLG257,Cajamarca-Contumazá-Chilete,159
PCA024-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cajamarca,Hualgayoc,-6.786183,-78.592509,3680,2016,cultivated_potato,cultivated_potato,,current,Ia,MLG240,Cajamarca-Cajamarca-Hualgayoc,147
PCA025,US1,S. habrochaites,S. habrochaites,North,Cajamarca,Chota,Llama,-6.5325,-79.19694444,860,1999,wild_tomato,other,,old,0,MLG190,Cajamarca-Chota-Llama,155
PCA025-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cajamarca,Hualgayoc,-6.786183,-78.592509,3680,2016,cultivated_potato,cultivated_potato,,current,0,MLG251,Cajamarca-Cajamarca-Hualgayoc,147
PCA026,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Hualgayoc,Hualgayoc,-6.828888889,-78.67361111,3620,1999,cultivated_potato,cultivated_potato,,old,0,MLG137,Cajamarca-Hualgayoc-Hualgayoc,165
PCA026-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cajamarca,Hualgayoc,-6.786183,-78.592509,3680,2016,cultivated_potato,cultivated_potato,,current,Ia,MLG254,Cajamarca-Cajamarca-Hualgayoc,147
PCA027,US1,S. caripense,S. caripense,North,Cajamarca,Cajamarca,San Juan,-7.3125,-78.415,2900,1999,pepino,other,,old,0,MLG99,Cajamarca-Cajamarca-San Juan,152
PCA027-FTA,PE3,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Chota,Tacabamba,-6.386527778,-78.59536111,2091,2016,cultivated_potato,cultivated_potato,,current,0,MLG82,Cajamarca-Chota-Tacabamba,158
PCA028,PE7,S. habrochaites,S. habrochaites,North,Cajamarca,Contumazá,Contumazá,-7.426388889,-78.78611111,2025,1999,wild_tomato,other,,old,0,MLG5,Cajamarca-Contumazá-Contumazá,161
PCA028-FTA,PE3,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Chota,Tacabamba,-6.386527778,-78.59536111,2091,2016,cultivated_potato,cultivated_potato,,current,0,MLG32,Cajamarca-Chota-Tacabamba,158
PCA029,PE7,S. habrochaites,S. habrochaites,North,Cajamarca,Contumazá,Contumazá,-7.426388889,-78.78611111,2025,1999,wild_tomato,other,,old,0,MLG5,Cajamarca-Contumazá-Contumazá,161
PCA029-FTA,PE3,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Chota,Tacabamba,-6.386527778,-78.59536111,2091,2016,cultivated_potato,cultivated_potato,,current,Ia,MLG32,Cajamarca-Chota-Tacabamba,158
PCA030-FTA,PE3,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Chota,Tacabamba,-6.386527778,-78.59536111,2091,2016,cultivated_potato,cultivated_potato,,current,Ia,MLG82,Cajamarca-Chota-Tacabamba,158
PCA031-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Chota,Tacabamba,-6.386527778,-78.59536111,2091,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG194,Cajamarca-Chota-Tacabamba,158
PCA032-FTA,PE3,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Chota,Conchan,-6.470305556,-78.64102778,2707,2016,cultivated_potato,cultivated_potato,,current,Ia,MLG15,Cajamarca-Chota-Conchan,157
PCA033-FTA,PE3,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Chota,Conchan,-6.470305556,-78.64102778,2707,2016,cultivated_potato,cultivated_potato,,current,0,MLG15,Cajamarca-Chota-Conchan,157
PCA034,EC1,S. peruvianum,S. peruvianum,North,Cajamarca,Cajamarca,San Juan,-7.2925,-78.48666667,2405,1999,wild_tomato,other,,old,0,MLG257,Cajamarca-Cajamarca-San Juan,153
PCA035-FTA,PE3,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Chota,Conchan,-6.470305556,-78.64102778,2707,2016,cultivated_potato,cultivated_potato,,current,0,MLG13,Cajamarca-Chota-Conchan,157
PCA036-FTA,PE3,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Chota,Conchan,-6.470305556,-78.64102778,2707,2016,cultivated_potato,cultivated_potato,,current,Ia,MLG30,Cajamarca-Chota-Conchan,157
PCA037-FTA,PE3,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Chota,Conchan,-6.470305556,-78.64102778,2707,2016,cultivated_potato,cultivated_potato,,current,Ia,MLG14,Cajamarca-Chota-Conchan,157
PCA038-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Chota,Chota,-6.502861111,-78.598,2779,2016,cultivated_potato,cultivated_potato,,current,0,MLG257,Cajamarca-Chota-Chota,156
PCA039-FTA,PE3,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Chota,Chota,-6.502861111,-78.598,2779,2016,cultivated_potato,cultivated_potato,,current,Ia,MLG45,Cajamarca-Chota-Chota,156
PCA040-FTA,PE3,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Chota,Chota,-6.502861111,-78.598,2779,2016,cultivated_potato,cultivated_potato,,current,Ia,MLG33,Cajamarca-Chota-Chota,156
PCA041-FTA,PE3,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Chota,Chota,-6.502861111,-78.598,2779,2016,cultivated_potato,cultivated_potato,,current,0,MLG15,Cajamarca-Chota-Chota,156
PCA042-FTA,PE3,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Chota,Chota,-6.502861111,-78.598,2779,2016,cultivated_potato,cultivated_potato,,current,Ia,MLG26,Cajamarca-Chota-Chota,156
PCA043-FTA,PE3,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Chota,Chota,-6.502861111,-78.598,2779,2016,cultivated_potato,cultivated_potato,,current,0,MLG15,Cajamarca-Chota-Chota,156
PCA044-FTA,EC1,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Chota,Chota,-6.502861111,-78.598,2779,2016,cultivated_potato,cultivated_potato,,current,IIa,MLG199,Cajamarca-Chota-Chota,156
PCA057-FTA,PE3,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cutervo,Cutervo,-6.459444444,-78.80488889,2806,2016,cultivated_potato,cultivated_potato,,current,0,MLG24,Cajamarca-Cutervo-Cutervo,167
PCA058-FTA,PE3,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cutervo,Cutervo,-6.459444444,-78.80488889,2806,2016,cultivated_potato,cultivated_potato,,current,0,MLG46,Cajamarca-Cutervo-Cutervo,167
PCA059-FTA,PE3,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cutervo,Cutervo,-6.459444444,-78.80488889,2806,2016,cultivated_potato,cultivated_potato,,current,0,MLG32,Cajamarca-Cutervo-Cutervo,167
PCA060-FTA,PE3,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cutervo,Cutervo,-6.459444444,-78.80488889,2806,2016,cultivated_potato,cultivated_potato,,current,0,MLG32,Cajamarca-Cutervo-Cutervo,167
PCA061-FTA,PE3,S. tuberosum,S. tuberosum Group Tuberosum,North,Cajamarca,Cutervo,Cutervo,-6.459444444,-78.80488889,2806,2016,cultivated_potato,cultivated_potato,,current,Ia,MLG81,Cajamarca-Cutervo-Cutervo,167
