12,926,1,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,D13,,,SSR8,,,SSR4,,,Pi04,,,Pi70,,,SSR6,,,Pi63,,,G11,,,SSR3,,,SSR11,,,SSR2,,,Pi4B,,
PHCA082,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA083,EC1,0,136,140,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,270,0,331,355,0,173,175,204,209,217
PHCA084,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA085,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,270,0,331,355,0,173,175,204,209,217
PHCA086,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA087,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA088,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,173,204,209,217
PHCA089,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA090,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA091,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA092,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA093,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA094,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,270,0,331,355,0,173,175,204,209,217
PHCA095,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA096,EC1,0,136,138,0,264,266,0,284,292,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA097,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA098,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA099,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA100,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA101,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA102,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,270,0,331,355,0,173,175,204,209,217
PHCA103,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA105,EC1,130,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA106,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,270,0,331,355,0,173,175,204,209,217
PHCA107,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA108,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,160,0,268,268,0,331,355,0,173,175,204,209,217
PHCA109,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,270,0,331,355,0,173,175,204,209,217
PHCA110,EC1,0,136,140,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,270,0,331,355,0,173,175,204,209,217
PHCA111,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA112,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,160,0,268,268,0,331,355,0,173,175,204,209,217
PHCA114,EC1,0,134,136,0,264,266,286,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,160,0,268,268,0,331,355,0,173,175,204,209,217
PHCA115,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,160,0,268,268,0,331,355,0,173,175,204,209,217
PHCA116,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA117,EC1,0,136,138,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA118,EC1,0,136,138,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA119,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,160,0,268,268,0,331,355,0,173,175,204,209,217
PHCA120,EC1,0,136,138,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA121,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA122,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA123,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,154,156,0,268,268,0,331,355,0,173,175,204,209,217
PHCA125,EC1,0,136,140,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,270,0,331,355,0,173,175,204,209,217
PHU001,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PHU001-FTA,EC1,0,128,136,0,264,266,284,292,300,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,266,268,272,0,331,355,0,173,175,204,213,217
PHU002,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PHU002-FTA,EC1,0,128,136,0,264,266,284,292,300,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,266,268,272,0,331,355,0,173,175,204,213,217
PHU003-FTA,EC1,0,134,136,0,264,266,0,284,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU004-FTA,EC1,0,134,136,0,264,266,284,292,300,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,213,217
PHU005-FTA,EC1,0,134,136,0,266,266,0,284,292,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU006-FTA,EC1,0,128,136,0,264,266,0,284,292,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU007-FTA,EC1,0,134,136,0,264,266,284,292,302,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,213,217
PHU008-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU009-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU010-FTA,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,160,0,268,268,0,331,355,0,173,175,204,209,217
PHU011-FTA,EC1,0,134,136,0,264,266,288,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU012-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU013-FTA,EC1,0,134,136,0,264,266,286,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU014-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU015-FTA,EC1,0,134,136,0,264,266,284,292,304,0,166,170,0,192,192,0,244,244,0,279,279,0,156,158,0,266,268,0,331,355,0,173,175,204,213,217
PHU016-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,160,0,268,268,0,331,355,0,173,175,204,209,217
PHU017-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU018-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU019-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU020-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,160,0,268,268,0,331,355,0,173,175,204,209,217
PHU021-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU022-FTA,EC1,0,134,136,0,264,266,284,292,302,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU023-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU024-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU025-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU026-FTA,EC1,0,134,136,0,264,266,288,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU027-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU028-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU029-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,160,0,268,268,0,331,355,0,173,175,204,209,217
PHU030-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU031-FTA,EC1,0,134,136,0,264,266,284,292,302,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU032-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU033-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU034-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU035-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU036-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU037-FTA,EC1,0,134,136,0,264,266,284,292,302,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU038-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU039-FTA,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU040-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU041-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU042-FTA,EC1,0,128,136,0,264,266,284,292,302,0,166,170,0,192,192,242,244,246,0,279,279,0,156,156,266,268,272,0,331,355,0,173,175,204,213,217
PHU043-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU044-FTA,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU045-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU046-FTA,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU047-FTA,EC1,0,134,138,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU048-FTA,EC1,0,134,136,0,264,266,286,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,160,0,268,268,0,331,355,0,173,175,204,209,217
PHU049-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU050-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,209,217
PHU051-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU052-FTA,EC1,0,134,136,0,264,266,284,290,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU053-FTA,EC1,0,132,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU054,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,213,217
PHU054-FTA,EC1,0,128,136,0,264,266,284,292,300,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,266,268,272,0,331,355,0,173,175,204,213,217
PHU055-FTA,EC1,0,132,134,0,262,266,284,292,294,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU056-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU057-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU058-FTA,EC1,0,134,134,0,264,266,284,290,292,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU059-FTA,EC1,0,132,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU060-FTA,EC1,0,128,136,0,264,266,284,292,302,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,266,268,272,0,331,355,0,173,175,204,213,217
PHU071,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PHU084,EC1,0,134,136,0,264,266,284,292,300,0,166,170,0,192,192,0,242,244,0,279,279,0,150,156,0,266,268,0,331,355,0,173,175,204,213,217
PHU085,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU086,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU087,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU089,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU090,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU091,EC1,0,134,136,0,264,266,284,292,300,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,213,217
PHU092,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,209,217
PHU093,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU094,EC1,0,134,136,0,264,266,284,290,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU095,EC1,0,134,136,0,264,266,284,292,296,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU096,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU097,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU098,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU100,EC1,0,128,136,0,264,266,284,292,300,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,266,268,272,0,331,355,0,173,175,204,213,217
PHU101,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PHU102,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,160,0,268,268,0,331,355,0,173,175,204,209,217
PJU001,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PJU001-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU002,EC1,0,132,134,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,213,217
PJU002-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU003-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU004-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU005-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU006-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,154,156,0,266,268,0,331,355,0,173,175,204,209,217
PJU007-FTA,EC1,0,136,140,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU008-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU009-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,154,156,0,266,268,0,331,355,0,173,175,204,209,217
PJU010,US1,0,138,140,0,266,266,288,290,294,0,166,170,0,189,192,0,244,244,270,273,279,152,156,198,0,264,266,0,341,355,0,173,177,0,213,217
PJU010-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU011,US1,0,138,140,0,266,266,288,290,296,0,166,170,0,189,192,0,244,244,270,273,279,152,156,198,0,264,266,0,341,355,0,173,177,0,213,217
PJU011-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU012,US1,0,138,140,0,266,266,288,290,294,0,166,170,0,189,192,0,244,244,270,273,279,152,156,198,0,264,266,0,341,355,0,173,177,0,213,217
PJU012-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU013,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU013-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU014,US1,0,138,140,0,266,266,288,290,294,0,166,170,0,189,192,0,244,244,270,273,279,152,156,198,0,264,266,0,341,355,0,173,177,0,213,217
PJU014-FTA,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU015,PE3,0,138,138,0,266,266,0,294,296,0,166,170,0,192,195,0,244,244,0,270,279,0,156,166,0,268,268,0,341,355,0,175,175,0,205,217
PJU016,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU018,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU019,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU021,EC1,0,134,136,0,264,266,284,290,304,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,266,268,270,0,331,355,0,173,175,204,213,217
PJU022,EC1,0,134,136,0,264,266,0,284,292,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU023,EC1,0,134,136,0,264,266,0,284,292,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU024,EC1,0,134,136,0,264,266,0,284,292,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU025,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU026,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU027,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU028,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,270,270,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU029,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,270,270,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU030,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,268,270,0,331,355,0,173,175,204,209,217
PJU031,EC1,0,136,138,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,270,0,331,355,0,173,175,204,209,217
PJU032,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,270,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU033,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU034,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,264,268,0,331,355,0,173,175,204,209,217
PJU035,EC1,0,134,136,0,264,266,284,292,294,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU036,EC1,0,134,136,0,264,266,0,284,292,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,268,268,0,331,355,0,173,175,204,209,217
PJU043-FTA,EC1,0,128,136,0,264,266,284,292,300,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,266,268,272,0,331,355,0,173,175,204,213,217
PJU044-FTA,EC1,0,128,136,0,264,266,284,292,300,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,266,268,272,0,331,355,0,173,175,204,213,217
PJU045-FTA,EC1,0,134,136,0,264,266,0,284,292,0,166,170,0,192,192,0,242,244,0,279,279,0,156,156,0,266,268,0,331,355,0,173,175,204,209,217
